reference_fiche;ndeg_de_version;nature_juridique_du_rappel;categorie_de_produit;sous_categorie_de_produit;nom_de_la_marque_du_produit;noms_des_modeles_ou_references;identification_des_produits;conditionnements;date_debut_fin_de_commercialisation;temperature_de_conservation;marque_de_salubrite;informations_complementaires;zone_geographique_de_vente;distributeurs;motif_du_rappel;risques_encourus_par_le_consommateur;preconisations_sanitaires;description_complementaire_du_risque;conduites_a_tenir_par_le_consommateur;numero_de_contact;modalites_de_compensation;date_de_fin_de_la_procedure_de_rappel;informations_complementaires_publiques;lien_vers_la_liste_des_images;lien_vers_la_liste_des_produits;lien_vers_l_affichette_pdf;date_ref
2021-08-0559;2;Volontaire;Alimentation;Aliments diététiques et nutrition;Omum;Pilulier 60 gélules;3760214630628 20493 Date limite de consommation 30/11/2022 3760214630628 21108 Date limite de consommation 28/02/2024 3760214630628 21217 Date limite de consommation 30/04/2024;Pilulier de 60 gélules;Du 01/01/2021 au 30/11/2021;Produit à conserver à température ambiante;;;France entière;Magasins bios, pharmacies, et tout autre distributeur;Présence de traces d'oxyde d'éthylène dans une matière première entrant dans la composition du produit, à une teneur supérieure à la limite règlementaire;Dépassement des limites autorisées de pesticides;;;Ne plus consommer Détruire le produit;;Echange;;"Adresse de contact : info@omum.fr 
Préciser en objet : rappel COUP DE POUSSE NUTRICOSMETIQUE";http://rappel.conso.gouv.fr/image/7153c6ce-a00b-46fc-a8b4-c639c2454c8a.jpg;;http://rappel.conso.gouv.fr/affichettePDF/4706/Interne;2021-08
2021-12-0015;1;Volontaire;Alimentation;Soupes, sauces et condiments;Oh Ricey;"NOUILLES DE RIZ SAUTEES INST. BOEUF 77G OH RICEY PAR 18
NOUILLES DE RIZ SAUTEES INST. POULET 77G OH RICEY PAR 18
NOUILLES DE RIZ SAUTEES INST. AIL & OIGNON 77G OH RICEY PAR 18";8934563226152  Date de durabilité minimale 12/12/2021 8934563227159  Date de durabilité minimale 12/12/2021 8934563236151  Date de durabilité minimale 08/03/2022;sachets;Du 11/12/2020 au 19/11/2022;Produit à conserver à température ambiante;;Oh Ricey;France entière;voir liste;Concentration de 2-chloroéthanol supérieure à la réglementation dans l'un des ingrédients;Dépassement des limites autorisées de pesticides;;;Ne plus consommer Rapporter le produit au point de vente;633597591;Remboursement;lundi 31 janvier 2022;;http://rappel.conso.gouv.fr/image/ecc08912-1840-4471-93ed-498bfb83bbab.jpg http://rappel.conso.gouv.fr/image/1cf4c9ac-cd94-4689-a3c8-1b50ef25174d.jpg http://rappel.conso.gouv.fr/image/e32e8b5b-feed-47b1-9de2-31298f9fac50.jpg;http://rappel.conso.gouv.fr/document/2d842f7e-ce1e-41f7-a385-b436f644feef/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/4707/Interne;2021-12
2021-12-0016;1;Volontaire;Alimentation;Soupes, sauces et condiments;Acecook;HELLO CUP-WOK NOUILLE DE RIZ SAVEUR AIL ET OIGN 76GR ACECOOK PAR 12;8934563540159  Date de durabilité minimale 04/12/2021 8934563540159  Date de durabilité minimale 22/02/2022 8934563540159  Date de durabilité minimale 03/04/2022 8934563540159  Date de durabilité minimale 13/05/2022 8934563540159  Date de durabilité minimale 14/05/2022 8934563540159  Date de durabilité minimale 16/09/2022 8934563540159  Date de durabilité minimale 17/09/2022 8934563540159  Date de durabilité minimale 23/09/2022 8934563540159  Date de durabilité minimale 08/10/2022 8934563540159  Date de durabilité minimale 15/11/2022 8934563540159  Date de durabilité minimale 24/11/2022 8934563540159  Date de durabilité minimale 14/12/2022;cup;Du 11/12/2020 au 19/11/2022;Produit à conserver à température ambiante;;Acecook;France entière;voir liste;Concentration de 2-chloroéthanol  supérieure à la réglementation dans l'un des ingrédients;Dépassement des limites autorisées de pesticides;;;Ne plus consommer Rapporter le produit au point de vente;633597591;Remboursement;lundi 31 janvier 2022;;http://rappel.conso.gouv.fr/image/d1fbd8a7-25d1-4809-8cb4-fbb37efbd8f9.jpg;http://rappel.conso.gouv.fr/document/aeefd3bc-029c-4407-90bc-94428e05975e/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/4708/Interne;2021-12
2021-12-0017;1;Volontaire;Alimentation;Soupes, sauces et condiments;Acecook;HELLO CUP-WOK NOUILLE DE RIZ SAVEUR BOEUF 76GR ACECOOK PAR 12;8934563539153  Date de durabilité minimale 04/12/2021 8934563539153  Date de durabilité minimale 22/02/2022 8934563539153  Date de durabilité minimale 03/04/2022 8934563539153  Date de durabilité minimale 13/05/2022 8934563539153  Date de durabilité minimale 16/09/2022 8934563539153  Date de durabilité minimale 23/09/2022 8934563539153  Date de durabilité minimale 08/10/2022 8934563539153  Date de durabilité minimale 15/11/2022 8934563539153  Date de durabilité minimale 24/11/2022 8934563539153  Date de durabilité minimale 14/12/2022;cup;Du 11/12/2020 au 19/11/2022;Produit à conserver à température ambiante;;Acecook;France entière;voir liste;Concentration de 2-chloroéthanol supérieure à la réglementation dans l'un des ingrédients;Dépassement des limites autorisées de pesticides;;;Ne plus consommer Rapporter le produit au point de vente;633597591;Remboursement;lundi 31 janvier 2022;;http://rappel.conso.gouv.fr/image/04379823-44b0-4307-b398-1973a9c5e82f.jpg;http://rappel.conso.gouv.fr/document/b7b421c7-cc63-4782-8c92-1dc7ef4a3c78/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/4709/Interne;2021-12
2021-12-0018;1;Volontaire;Bébés-Enfants (hors alimentaire);Articles pour enfants et puériculture;Bouchara;B 1031 CAROMUS;4208007146462 Tous les lots;;Du 01/12/2020 au 26/11/2021;;;;France entière;Magasins BOUCHARA;Suite à une analyse ayant conclu à la non conformité du produits : présence de petits éléments pouvant être avalé par les jeunes enfants;Arrêt respiratoire;;;Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente;;Remboursement;vendredi 31 décembre 2021;;http://rappel.conso.gouv.fr/image/3de076bd-9ddf-4731-90d1-0d65f9a6efc9.jpg;;http://rappel.conso.gouv.fr/affichettePDF/4710/Interne;2021-12
2021-12-0019;1;Volontaire;Bébés-Enfants (hors alimentaire);Articles pour enfants et puériculture;Bouchara;A 1031 CHAMPMU;120018282975 Tous les lots;;Du 01/12/2020 au 26/11/2021;;;;France entière;Magasins BOUCHARA;Suite à une analyse ayant conclu à la non conformité du produits : présence de petits éléments pouvant être avalé par les jeunes enfants;Arrêt respiratoire;;;Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente;;Remboursement;vendredi 31 décembre 2021;;http://rappel.conso.gouv.fr/image/50bdfc65-8990-443f-929b-fe89134c67a0.jpg;http://rappel.conso.gouv.fr/document/91982df8-cdfd-4776-96c8-754b4828738c/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/4711/Interne;2021-12
2021-12-0020;1;Volontaire;Bébés-Enfants (hors alimentaire);Articles pour enfants et puériculture;Bouchara;A 1031 CANAMUS;120018302975 Tous les lots;;Du 01/12/2020 au 26/11/2021;;;;France entière;Magasins BOUCHARA;Suite à une analyse ayant conclu à la non conformité du produits : présence de petits éléments pouvant être avalé par les jeunes enfants;Arrêt respiratoire;;;Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente;;Remboursement;vendredi 31 décembre 2021;;http://rappel.conso.gouv.fr/image/e30197b7-7b1d-4f84-9837-0961af6b9452.jpg;http://rappel.conso.gouv.fr/document/8c2a00a8-2a75-4079-a654-c74c24c270b3/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/4712/Interne;2021-12
2021-12-0021;1;Imposé par l’administration;Bébés-Enfants (hors alimentaire);Articles pour enfants et puériculture;Bouchara;P1031 CARRMUS;1014430020001;;Du 01/12/2020 au 26/11/2021;;;;France entière;Magasins BOUCHARA;Suite à une analyse ayant conclu à la non conformité du produits : présence de petits éléments pouvant être avalé par les jeunes enfants;Arrêt respiratoire;;;Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente;;Remboursement;vendredi 31 décembre 2021;;http://rappel.conso.gouv.fr/image/325473a1-f6a8-4862-859a-47a35ef32d0c.jpg;http://rappel.conso.gouv.fr/document/4c2a8981-352a-4593-af16-f4e97b0fe844/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/4713/Interne;2021-12
2021-12-0022;1;Volontaire;Alimentation;Soupes, sauces et condiments;Acecook;HELLO CUP-WOK NOUILLE DE RIZ SAVEUR POULET 76GR ACECOOK PAR 12;8934563538156  Date de durabilité minimale 04/12/2021 8934563538156  Date de durabilité minimale 22/02/2022 8934563538156  Date de durabilité minimale 01/04/2022 8934563538156  Date de durabilité minimale 02/04/2022 8934563538156  Date de durabilité minimale 13/05/2022 8934563538156  Date de durabilité minimale 14/05/2022 8934563538156  Date de durabilité minimale 16/09/2022 8934563538156  Date de durabilité minimale 23/09/2022 8934563538156  Date de durabilité minimale 08/10/2022 8934563538156  Date de durabilité minimale 15/11/2022 8934563538156  Date de durabilité minimale 24/11/2022 8934563538156  Date de durabilité minimale 14/12/2022;cup;Du 11/12/2020 au 19/11/2022;Produit à conserver à température ambiante;;Acecook;France entière;voir liste;Concentration de 2-chloroéthanol supérieure à la réglementation dans l'un des ingrédients;Dépassement des limites autorisées de pesticides;;;Ne plus consommer Rapporter le produit au point de vente;633597591;Remboursement;lundi 31 janvier 2022;;http://rappel.conso.gouv.fr/image/f965af1f-fb6b-4e75-bcea-86e79cbef32a.jpg;http://rappel.conso.gouv.fr/document/1839066c-1e6f-4605-85ca-47c9239f111e/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/4714/Interne;2021-12
2021-12-0023;1;Volontaire;Alimentation;Céréales et produits de boulangerie;Sans marque;Macaron framboise;Tous les lots;;Du 30/06/2021 au 04/12/2021;Produit à conserver au réfrigérateur;;Vente au détail;France entière;"Maison PILLON 
HENRIET
STOHRER
A LA MERE DE FAMILLE 
LA CHOCOLATIERE 
LA PART DES ANGES  
BAUX";La teneur en colorant utilisée est supérieure à la limite maximale autorisée;Additifs et arômes dépassement des seuils de sécurité;;Additifs dépassant des seuils de sécurité;Ne plus consommer;534667984;Autre (voir informations complémentaires);;Contacter le service qualité par téléphone ou par mail (qualite@maison-pillon.fr) dans le cadre de ce rappel.;http://rappel.conso.gouv.fr/image/f421a8c6-8161-414e-be64-597dfc03bb8b.jpg;;http://rappel.conso.gouv.fr/affichettePDF/4715/Interne;2021-12
2021-12-0025;1;Volontaire;Alimentation;Aliments diététiques et nutrition;DISTRIBIOCOM - LABORATOIRE LGB;siliarticulation 1 litre;3760192910521 ART/210121 Date de durabilité minimale 21/12/2021 3760192910521 ART/210408 Date de durabilité minimale 08/03/2023 3760192910521 ART/210528 Date de durabilité minimale 28/04/2023 3760192910521 ART/210909 Date de durabilité minimale 09/08/2023;Flacon blanc 1 Litre;Du 21/01/2021 au 30/11/2021;Produit à conserver au réfrigérateur;;;France entière;magasins pharmacies internet;teneur non conforme en oxyde d'éthylène dans une matière première (bambou);Présence de substance interdite;;;Ne plus consommer Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente;563609818;Remboursement Echange;mercredi 2 mars 2022;;http://rappel.conso.gouv.fr/image/0c7b17c1-3751-45fe-b139-ea6385b38e17.jpg;;http://rappel.conso.gouv.fr/affichettePDF/4717/Interne;2021-12
2021-12-0026;1;Volontaire;Alimentation;Lait et produits laitiers;Cantorel;Saint-Nectaire AOP laitier Cantorel;3153400958604 32329121 Date de durabilité minimale 18/01/2022;;Du 25/11/2021 au 30/11/2021;Produit à conserver au réfrigérateur;FR 15.092.001 CE;Vendu au rayon coupe;France entière;E.LECLERC;Présence de Listeria;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Détruire le produit;800801287;Remboursement;mardi 14 décembre 2021;;http://rappel.conso.gouv.fr/image/b5c5a32f-5d1a-400f-bd90-717bfed962a4.jpg;;http://rappel.conso.gouv.fr/affichettePDF/4718/Interne;2021-12
2021-12-0028;1;Volontaire;Alimentation;Fruits et légumes;Maître Papilles;coupelles plastiques 4x100g;3701002401235 04/04/2022 Date de durabilité minimale 04/04/2022;Coupelles plastiques 4 x 100g;Du 06/10/2021 au 12/10/2021;Produit à conserver au réfrigérateur;;;France entière;Le Fromager des halles;Présence de pesticides dans le produit;Autres contaminants chimiques;;;Ne plus consommer Détruire le produit;553205249;Remboursement;lundi 1 février 2021;;http://rappel.conso.gouv.fr/image/a6a30209-c9cb-49a2-a1a6-b0ef3ad0a1ba.jpg;;http://rappel.conso.gouv.fr/affichettePDF/4720/Interne;2021-12
2021-12-0029;1;Imposé par l’administration;Alimentation;Viandes;PRODUIT VENDU AU RAYON BOUCHERIE;Viande ou steak haché frais préparé à la demande devant le client au rayon traditionnel boucherie;2887388000000 B145000000474;;Du 19/11/2021 au 23/11/2021;Produit à conserver au réfrigérateur;0;;16730 LINARS;INTERMARCHE LINARS 16730;Présence de Salmonelle;Autre risque;;Les personnes qui auraient consommé les produits mentionnés ci-dessus et qui présenteraient des troubles gastro-intestinaux souvent accompagnés de fièvre sont invitées à consulter un médecin traitant;Ne plus consommer Ne plus utiliser le produit Contacter le point de vente Détruire le produit;545911265;Remboursement;vendredi 17 décembre 2021;En l'absence de symptômes dans les 7 jours après la consommation des produits concernés, il est inutile de s'inquiéter et de consulter un médecin.;http://rappel.conso.gouv.fr/image/b8026c4e-d795-42b3-ac70-fd5da8ce6d24.jpg;;http://rappel.conso.gouv.fr/affichettePDF/4721/Interne;2021-12
